"STATION","NAME","DATE","AWND","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1988-12","10.7","1126","14","2","-8","5","5.1","0.46","45","3142","0.67",,"7.3","20.5","29.6","11.4","9966","280",,,"135",,"31.1",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-01","10.5","0","29","2","-14","8","3.6","0.30","48","4501","0.52",,"6.0","21.2","30.7","11.6","9908","260",,,"315",,"32.0",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-02","11.2","0","27","8","-24","9","4.0","0.21","38","6082","1.04",,"17.3","8.5","18.0","-1.0","13233","320",,,"315",,"28.0",,,"36.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-03","10.5","0","25","5","-3","13","8.5","0.81","71","7273","2.19",,"22.7","26.6","34.0","19.2","15735","10",,,"360",,"30.0",,,"50.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-04","12.3","0","1","0","18","1","0.5","0.54","73","7865","2.67",,"0.8","45.3","55.7","34.8","16825","320",,,"315",,"28.0",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-05","9.8","24","0","0","25","0","0.1","0.90","83","8122","3.38",,"0.1","57.5","68.9","46.1","17964","310",,,"360",,"28.0",,,"54.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-06","9.4","171","0","0","41","0","0.0","0.97","92","8169","3.50",,"0.0","68.3","79.4","57.3","16120","260",,,"225",,"32.0",,,"49.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-07","8.7","524","0","0","57","0","0.0","1.72","97","0","3.50",,"0.0","76.4","86.5","66.2","18521","150",,,,,"21.9",,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-08","9.2","709","0","0","49","0","0.0","1.28","94","6","2.93",,"0.0","70.8","80.5","61.0","19016","20",,,"360",,"30.0",,,"49.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-09","9.4","749","0","0","34","0","0.0","0.60","85","169","1.28",,"0.0","60.9","72.2","49.5","17448","350",,,"360",,"32.0",,,"51.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-10","9.8","756","0","0","23","0","0.0","0.18","85","646","0.53",,"0.0","49.9","62.0","37.7","12710","180",,,"180",,"29.1",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-11","11.2","756","13","5","0","5","4.8","0.33","56","1757","1.39",,"11.2","27.9","36.8","19.1","5629","300",,,"315",,"32.0",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1989-12","11.2","756","19","3","-22","3","1.6","0.10","45","3444","0.43",,"7.0","10.6","18.5","2.6","8752","340",,,"315",,"34.9",,,"48.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-01","11.4","0","9","0","3","3","0.9","0.09","49","4646","0.10",,"1.1","26.2","35.3","17.1","8560","290",,,"270",,"38.0",,,"52.8",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-02","11.2","0","13","4","-7","6","3.4","0.29","59","5803","0.77",,"10.7","23.7","33.6","13.7","13586","330",,,"360",,"31.1",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-03","11.4","0","1","1","11","1","1.7","1.30","69","6712","3.66",,"3.2","35.7","44.7","26.6","13326","230",,,"225",,"31.1",,,"48.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-04","12.8","27","0","1","17","0","1.4","1.24","86","7287","3.80",,"2.2","46.8","57.9","35.6","16560","170",,,"225",,"32.0",,,"54.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-05","9.8","37","0","0","28","0","0.0","0.68","90","7566","3.36",,"0.0","56.3","66.6","45.9","18075","100",,,"90",,"30.0",,,"44.7",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-06","11.0","211","0","0","38","0","0.0","1.54","91","7605","9.81",,"0.0","69.5","79.6","59.4","20467","180",,,"180",,"34.9",,,"50.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-07","9.2","408","0","0","50","0","0.0","2.44","100","3","5.07",,"0.0","71.3","80.8","61.7","21882","110",,,"315",,"25.9",,,"39.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-08","9.4","589","0","0","52","0","0.0","1.19","89","10","1.71",,"0.0","70.6","80.0","61.2","19882","340",,,"360",,"30.0",,,"41.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-09","10.1","709","0","0","36","0","0.0","0.58","90","150","1.88",,"0.0","64.4","74.8","53.9","17456","20",,,"360",,"28.0",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-10","10.1","710","0","0","26","0","0.0","0.46","82","674","1.24",,"0.0","48.1","59.7","36.5","14543","270",,,"315",,"30.0",,,"43.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-11","10.7","710","4","2","8","2","2.9","0.30","71","1501","0.65",,"5.0","37.4","46.9","27.9","8769","210",,,"225",,"30.0",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1990-12","10.7","710","21","4","-24","7","3.8","0.29","51","2992","1.02",,"11.8","16.9","25.9","7.9","9018","280",,,"270",,"25.9",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-01","11.0","0","31","2","-14","8","1.9","0.13","39","4621","0.50",,"6.6","12.5","21.0","3.9","8192","300",,,"315",,"29.1",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-02","9.4","0","16","4","-10","8","5.2","0.42","50","5758","1.03",,"14.2","24.4","34.5","14.3","12180","320",,,"315",,"29.1",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-03","11.9","0","9","2","4","4","1.7","0.84","74","6710","2.29",,"4.4","34.3","43.3","25.3","12002","120",,,"315",,"28.0",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-04","11.2","7","0","1","22","0","1.1","1.30","86","7195","3.59",,"1.5","49.1","59.8","38.4","13609","190",,,"270",,"32.0",,,"41.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-05","10.3","111","0","0","35","0","0.3","1.84","90","7395","6.35",,"0.3","61.9","70.1","53.7","12092","320",,,"315",,"32.0",,,"56.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-06","9.6","349","0","0","52","0","0.0","1.48","95","7399","2.57",,"0.0","72.8","82.9","62.8","19963","340",,,"360",,"25.1",,,"40.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-07","8.5","582","0","0","53","0","0.0","0.64","94","7","2.94",,"0.0","72.2","81.1","63.4","20565","140",,,"360",,"25.1",,,"34.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-08","10.3","779","0","0","50","0","0.0","0.85","92","16","3.14",,"0.0","71.1","80.9","61.3","17668","90",,,"315",,"28.0",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-09","11.6","829","0","0","29","0","0.0","1.58","85","248","5.43",,"0.0","58.9","68.3","49.6","12708","300",,,"315",,"34.9",,,"46.1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-10","12.5","829","0","1","22","0","8.2","0.85","79","802","2.52",,"8.2","47.1","57.4","36.9","11424","330",,,"315",,"32.0",,,"42.5",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-11","11.4","829","27","8","-6","23","18.5","1.85","49","2016","5.30",,"46.9","24.5","31.3","17.7","8657","320",,,"315",,"32.0",,,"41.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1991-12","8.7","829","31","3","-11","21","2.8","0.49","44","3375","1.05",,"6.8","21.1","29.4","12.9","9226","300",,,"270",,"23.0",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1992-01","9.8","0","31","2","-14","10","2.3","0.23","40","4713","0.66",,"5.0","21.9","29.4","14.4","8280","310",,,"315",,"31.1",,,"41.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1992-02","9.8","0","29","2","2","8","3.3","0.33","45","5787","0.57",,"5.9","28.0","33.9","22.1","9162","320",,,"315",,"29.1",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1992-03","9.6","0","11","4","10","5","3.9","0.39","59","6776","1.56",,"10.8","33.1","40.9","25.2","14650","330",,,"360",,"23.0",,,"32.2",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1992-04","11.4","2","1","0","17","1","0.6","0.53","82","7420","2.00",,"0.6","43.6","52.2","35.1","12493","150",,,"135",,"28.0",,,"38.0",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1992-05","11.2","54","0","0","34","0","0.0","0.40","87","7611","1.15",,"0.0","60.5","72.3","48.6","21494","170",,,"270",,"30.0",,,"49.4",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1992-06","9.8","146","0","0","39","0","0.0","1.49","92","7686","3.68",,"0.0","65.6","76.3","54.8","19123","220",,,"180",,"34.9",,,"50.6",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1992-07","9.4","207","0","0","50","0","0.0","2.18","88","37","5.22",,"0.0","65.8","74.7","56.8","19211","260",,,"270",,"23.9",,,"33.3",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","1992-08","9.2","290","0","0","45","0","0.0","1.54","91","92","4.54",,"0.0","65.9","75.8","56.1","19528","260",,,"225",,"29.1",,,"39.1",
